# t (s),mx (),my (),mz (),B_extx (T),B_exty (T),B_extz (T),B_anisx (T),B_anisy (T),B_anisz (T),B_demagx (T),B_demagy (T),B_demagz (T),B_effx (T),B_effy (T),B_effz (T),B_exchx (T),B_exchy (T),B_exchz (T),B_customx (T),B_customy (T),B_customz (T),E_anis (J),E_demag (J),E_exch (J),E_total (J),E_Zeeman (J),E_mel (J),E_custom (J),Edens_anis (J/m3),Edens_custom (J/m3),Edens_demag (J/m3),Edens_exch (J/m3),Edens_mel (J/m3),Edens_total (J/m3),Edens_Zeeman (J/m3),ExchCoupling (arb.),F_melx (N/m3),F_mely (N/m3),F_melz (N/m3),Edens_mel (J/m3),ExchCoupling (arb.)
3.21,0.9884741,-0.005746916,-0.000328146,0.1,0,0,0,0,-4.10E-07,-0.055665404,4.46E-04,0.000464463,0.044334598,4.46E-04,0.000464053,2.33E-11,6.52E-11,-9.31E-11,0.00E+00,0.00E+00,0.00E+00,-2.74E-23,8.60E-18,2.43E-19,-2.28E-17,-3.16E-17,0,0,-0.06861417,0,21488.102,607.29596,0,-56982.6,-79077.92,7.80E-11,0,0,0,0,7.80E-11
3.22,0.9885678,-0.004013593,-0.001393043,0.1,0,0,0,0,-1.74E-06,-0.05567559,4.56E-04,0.00126212,0.044324417,4.56E-04,0.001260379,-2.33E-12,-9.31E-12,-8.38E-11,0.00E+00,0.00E+00,0.00E+00,-2.14E-23,8.60E-18,2.45E-19,-2.28E-17,-3.16E-17,0,0,-0.053549804,0,21490.975,611.27466,0,-56983.24,-79085.44,7.80E-11,0,0,0,0,7.80E-11
3.23,0.9886178,-0.00142216,-0.002059643,0.1,0,0,0,0,-2.57E-06,-0.05568102,0.000278672,0.001695578,0.04431898,0.000278672,0.001693003,1.40E-11,2.10E-11,-5.12E-11,0.00E+00,0.00E+00,0.00E+00,-2.43E-23,8.60E-18,2.42E-19,-2.28E-17,-3.16E-17,0,0,-0.060859635,0,21500.48,605.16003,0,-56983.85,-79089.42,7.80E-11,0,0,0,0,7.80E-11
3.24,0.98857725,0.001622258,-2.15E-03,0.1,0,0,0,0,-2.69E-06,-0.05567432,-5.58E-06,1.67E-03,0.04432568,-5.58E-06,1.66E-03,-2.33E-11,-6.05E-11,4.66E-12,0.00E+00,0.00E+00,0.00E+00,-3.16E-23,8.60E-18,2.38E-19,-2.28E-17,-3.16E-17,0,0,-0.07909773,0,21506.492,595.0242,0,-56984.75,-79086.19,7.80E-11,0,0,0,0,7.80E-11
3.25,0.98840284,0.003867859,-0.001686919,0.1,0,0,0,0,-2.11E-06,-0.0556507,-2.24E-04,0.001235281,0.044349298,-2.24E-04,0.001233172,4.66E-12,1.40E-11,-1.86E-11,0.00E+00,0.00E+00,0.00E+00,-2.96E-23,8.60E-18,2.36E-19,-2.28E-17,-3.16E-17,0,0,-0.07393208,0,21495.8,590.8739,0,-56985.63,-79072.24,7.80E-11,0,0,0,0,7.80E-11
3.26,0.988148,0.005180624,-0.000881252,0.1,0,0,0,0,-1.10E-06,-0.05561226,-3.47E-04,0.000573378,0.044387743,-3.47E-04,0.000572276,-6.98E-12,-6.64E-11,8.38E-11,0.00E+00,0.00E+00,0.00E+00,-2.29E-23,8.59E-18,2.37E-19,-2.28E-17,-3.16E-17,0,0,-0.057194237,0,21472.395,593.1324,0,-56986.37,-79051.83,7.80E-11,0,0,0,0,7.80E-11
3.27,0.9879693,0.005336893,-0.000109726,0.1,0,0,0,0,-1.37E-07,-0.0555713,-3.62E-04,-1.41E-05,0.044428702,-3.62E-04,-1.43E-05,-1.51E-11,-1.07E-10,9.31E-11,0.00E+00,0.00E+00,0.00E+00,-2.34E-23,8.58E-18,2.41E-19,-2.28E-17,-3.16E-17,0,0,-0.05855252,0,21449.14,601.5391,0,-56986.926,-79037.55,7.80E-11,0,0,0,0,7.80E-11
3.28,0.98789287,0.004804085,3.54E-04,0.1,0,0,0,0,4.43E-07,-0.055536002,-3.06E-04,-0.000330601,0.044463996,-3.06E-04,-0.000330159,-1.05E-11,3.26E-11,9.31E-11,0.00E+00,0.00E+00,0.00E+00,-2.73E-23,8.57E-18,2.47E-19,-2.28E-17,-3.16E-17,0,0,-0.068264216,0,21426.662,617.3071,0,-56987.523,-79031.43,7.80E-11,0,0,0,0,7.80E-11
3.29,0.9878246,0.004022518,0.000498637,0.1,0,0,0,0,6.23E-07,-0.05550255,-0.000208264,-0.000382985,0.044497453,-0.000208264,-0.000382362,-3.26E-11,1.16E-10,-8.38E-11,0.00E+00,0.00E+00,0.00E+00,-2.75E-23,8.56E-18,2.57E-19,-2.28E-17,-3.16E-17,0,0,-0.06874816,0,21395.607,642.12103,0,-56988.305,-79025.98,7.80E-11,0,0,0,0,7.80E-11
3.3,0.9877417,0.003542575,0.0003452,0.1,0,0,0,0,4.32E-07,-0.05548241,-0.000124617,-0.000213312,0.044517588,-0.000124617,-0.000212881,9.31E-12,-1.40E-11,-1.40E-11,0.00E+00,0.00E+00,0.00E+00,-2.33E-23,8.55E-18,2.64E-19,-2.28E-17,-3.16E-17,0,0,-0.058219112,0,21370.484,659.949,0,-56988.95,-79019.33,7.80E-11,0,0,0,0,7.80E-11
3.31,0.9876821,0.003573199,6.77E-06,0.10000001,0,0,0,0,8.46E-09,-0.05548062,-7.34E-05,9.10E-05,0.044519376,-7.34E-05,9.11E-05,-4.66E-12,8.85E-11,-1.86E-11,0.00E+00,0.00E+00,0.00E+00,-2.17E-23,8.55E-18,2.63E-19,-2.28E-17,-3.16E-17,0,0,-0.054325722,0,21368.475,656.64795,0,-56989.5,-79014.57,7.80E-11,0,0,0,0,7.80E-11
3.32,0.9877035,0.004138949,-0.000300555,0.10000001,0,0,0,0,-3.76E-07,-0.055495687,-6.71E-05,0.000351536,0.04450432,-6.71E-05,0.00035116,1.86E-11,-5.12E-11,-1.40E-11,0.00E+00,0.00E+00,0.00E+00,-2.36E-23,8.56E-18,2.54E-19,-2.28E-17,-3.16E-17,0,0,-0.059099626,0,21392.102,634.24646,0,-56989.99,-79016.28,7.80E-11,0,0,0,0,7.80E-11
3.33,0.98781884,0.005093541,-0.000466691,0.10000001,0,0,0,0,-5.83E-07,-0.05552234,-8.71E-05,0.00046881,0.044477656,-8.71E-05,0.000468226,-2.10E-11,-4.66E-11,9.31E-12,0.00E+00,0.00E+00,0.00E+00,-2.47E-23,8.57E-18,2.43E-19,-2.28E-17,-3.16E-17,0,0,-0.06174982,0,21427.285,607.65326,0,-56990.63,-79025.51,7.80E-11,0,0,0,0,7.80E-11
3.34,0.9879892,0.005900307,-4.11E-04,0.10000001,0,0,0,0,-5.13E-07,-0.055556897,-1.15E-04,3.68E-04,0.0444431,-1.15E-04,3.67E-04,-3.73E-11,-9.31E-12,-9.31E-11,0.00E+00,0.00E+00,0.00E+00,-2.31E-23,8.58E-18,2.39E-19,-2.28E-17,-3.16E-17,0,0,-0.057707082,0,21450.58,597.3463,0,-56991.273,-79039.15,7.80E-11,0,0,0,0,7.80E-11
3.35,0.98822623,6.30E-03,-0.000182498,0.1,0,0,0,0,-2.28E-07,-0.05561205,-1.49E-04,0.000102019,0.04438795,-1.49E-04,0.00010179,-6.98E-12,6.52E-11,-1.86E-11,0.00E+00,0.00E+00,0.00E+00,-2.09E-23,8.59E-18,2.40E-19,-2.28E-17,-3.16E-17,0,0,-0.052330803,0,21466.025,600.2618,0,-56991.86,-79058.1,7.80E-11,0,0,0,0,7.80E-11
3.36,0.98846984,0.006103899,7.48E-05,0.1,0,0,0,0,9.35E-08,-0.05567461,-1.83E-04,-0.000163665,0.04432539,-1.83E-04,-0.000163572,6.98E-12,5.24E-11,5.59E-11,0.00E+00,0.00E+00,0.00E+00,-2.16E-23,8.59E-18,2.41E-19,-2.28E-17,-3.16E-17,0,0,-0.05409563,0,21483.795,601.54114,0,-56992.316,-79077.586,7.80E-11,0,0,0,0,7.80E-11
3.37,0.98867494,0.005414602,0.000306965,0.10000001,0,0,0,0,3.84E-07,-0.05572993,-2.17E-04,-0.00037402,0.044270072,-2.17E-04,-0.000373636,4.66E-12,1.40E-11,-1.86E-11,0.00E+00,0.00E+00,0.00E+00,-2.35E-23,8.60E-18,2.38E-19,-2.28E-17,-3.16E-17,0,0,-0.058732443,0,21507.24,593.98645,0,-56992.824,-79094,7.80E-11,0,0,0,0,7.80E-11
3.38,0.98871803,4.56E-03,0.000447485,0.1,0,0,0,0,5.59E-07,-0.055743888,-2.38E-04,-4.75E-04,0.04425611,-2.38E-04,-4.75E-04,2.33E-11,1.86E-11,-6.52E-11,0.00E+00,0.00E+00,0.00E+00,-2.39E-23,8.61E-18,2.34E-19,-2.28E-17,-3.16E-17,0,0,-0.059632484,0,21518.115,585.9756,0,-56993.414,-79097.45,7.80E-11,0,0,0,0,7.80E-11
3.39,0.98857737,3.61E-03,0.000547058,0.1,0,0,0,0,6.84E-07,-0.055707876,-2.48E-04,-0.000508218,0.044292126,-2.48E-04,-0.000507534,1.40E-11,1.86E-11,2.79E-11,0.00E+00,0.00E+00,0.00E+00,-2.22E-23,8.60E-18,2.35E-19,-2.28E-17,-3.16E-17,0,0,-0.05549944,0,21504.5,587.6909,0,-56994.055,-79086.19,7.80E-11,0,0,0,0,7.80E-11
3.4,0.9883344,2.83E-03,6.41E-04,0.1,0,0,0,0,8.01E-07,-0.0556398,-2.38E-04,-0.00050332,0.044360206,-2.38E-04,-0.000502519,2.33E-12,-3.49E-11,-1.40E-10,0.00E+00,0.00E+00,0.00E+00,-2.09E-23,8.59E-18,2.40E-19,-2.28E-17,-3.16E-17,0,0,-0.052329205,0,21472.242,600.0048,0,-56994.56,-79066.76,7.80E-11,0,0,0,0,7.80E-11
3.41,0.98805404,0.002134496,0.000763985,0.1,0,0,0,0,9.55E-07,-0.055554815,-1.81E-04,-0.000499532,0.04444519,-1.81E-04,-0.000498577,-9.31E-12,6.98E-11,-4.19E-11,0.00E+00,0.00E+00,0.00E+00,-2.13E-23,8.57E-18,2.47E-19,-2.28E-17,-3.16E-17,0,0,-0.05313112,0,21430.988,618.36365,0,-56995.023,-79044.33,7.80E-11,0,0,0,0,7.80E-11
3.42,0.9878514,0.001566137,0.00085967,0.1,0,0,0,0,1.07E-06,-0.055490088,-8.24E-05,-0.000519839,0.04450991,-8.24E-05,-0.000518765,-5.82E-12,1.86E-11,-4.66E-12,0.00E+00,0.00E+00,0.00E+00,-2.52E-23,8.56E-18,2.52E-19,-2.28E-17,-3.16E-17,0,0,-0.06308391,0,21401.904,630.7812,0,-56995.496,-79028.12,7.80E-11,0,0,0,0,7.80E-11
3.43,0.98770905,0.000906961,0.000890722,0.1,0,0,0,0,1.11E-06,-0.0554549,3.79E-05,-0.000562561,0.044545103,3.79E-05,-0.000561447,9.31E-12,9.31E-12,1.49E-10,0.00E+00,0.00E+00,0.00E+00,-2.66E-23,8.55E-18,2.55E-19,-2.28E-17,-3.16E-17,0,0,-0.066457905,0,21384.402,636.27026,0,-56996.12,-79016.73,7.80E-11,0,0,0,0,7.80E-11
3.44,0.98765683,0.000155674,8.40E-04,0.1,0,0,0,0,1.05E-06,-0.055459127,0.000127775,-6.02E-04,0.04454088,0.000127775,-6.01E-04,2.33E-12,7.92E-11,1.72E-10,0.00E+00,0.00E+00,0.00E+00,-2.24E-23,8.55E-18,2.54E-19,-2.28E-17,-3.16E-17,0,0,-0.05601119,0,21380.508,635.4271,0,-56996.676,-79012.55,7.80E-11,0,0,0,0,7.80E-11
3.45,0.9877151,-0.000848514,0.000707468,0.10000001,0,0,0,0,8.84E-07,-0.055491734,0.000188428,-0.000608108,0.044508267,0.000188428,-0.000607223,-2.21E-11,3.73E-11,2.79E-11,0.00E+00,0.00E+00,0.00E+00,-1.97E-23,8.56E-18,2.52E-19,-2.28E-17,-3.16E-17,0,0,-0.049294356,0,21389.973,630.15515,0,-56997.125,-79017.2,7.80E-11,0,0,0,0,7.80E-11
3.46,0.98788905,-0.001941119,5.04E-04,0.1,0,0,0,0,6.29E-07,-0.05553452,0.000201186,-0.000537142,0.04446548,0.000201186,-0.000536512,1.51E-11,1.16E-11,1.35E-10,0.00E+00,0.00E+00,0.00E+00,-2.17E-23,8.56E-18,2.49E-19,-2.28E-17,-3.16E-17,0,0,-0.05427276,0,21410.842,622.809,0,-56997.53,-79031.12,7.80E-11,0,0,0,0,7.80E-11
3.47,0.9880932,-0.002850552,0.000294665,0.10000001,0,0,0,0,3.68E-07,-0.055571664,1.59E-04,-0.000408289,0.04442833,1.59E-04,-0.000407921,-2.33E-12,-1.40E-11,-1.40E-11,0.00E+00,0.00E+00,0.00E+00,-2.45E-23,8.57E-18,2.46E-19,-2.28E-17,-3.16E-17,0,0,-0.061369605,0,21434.455,615.0852,0,-56997.99,-79047.46,7.80E-11,0,0,0,0,7.80E-11
3.48,0.988267,-0.003577843,0.000123002,0.1,0,0,0,0,1.54E-07,-0.055605076,7.26E-05,-0.000245039,0.04439492,7.26E-05,-0.000244885,-2.33E-12,9.31E-12,-7.45E-11,0.00E+00,0.00E+00,0.00E+00,-2.39E-23,8.58E-18,2.44E-19,-2.28E-17,-3.16E-17,0,0,-0.059765644,0,21454.023,608.80853,0,-56998.594,-79061.36,7.80E-11,0,0,0,0,7.80E-11
3.49,0.9883473,-0.00395159,5.64E-05,0.1,0,0,0,0,7.05E-08,-0.055628642,2.72E-07,-0.000108132,0.044371355,2.72E-07,-0.000108062,0.00E+00,6.52E-11,-5.59E-11,0.00E+00,0.00E+00,0.00E+00,-2.08E-23,8.59E-18,2.42E-19,-2.28E-17,-3.16E-17,0,0,-0.0519512,0,21463.543,605.1924,0,-56999.11,-79067.8,7.80E-11,0,0,0,0,7.80E-11
3.5,0.98838097,-0.004027621,7.45E-05,0.1,0,0,0,0,9.31E-08,-0.055643514,-2.64E-05,-2.74E-06,0.044356488,-2.64E-05,-2.65E-06,-4.66E-12,-2.33E-12,-3.26E-11,0.00E+00,0.00E+00,0.00E+00,-1.94E-23,8.59E-18,2.40E-19,-2.28E-17,-3.16E-17,0,0,-0.048508063,0,21469.738,601.24896,0,-56999.54,-79070.48,7.80E-11,0,0,0,0,7.80E-11
3.51,0.9884035,-0.003850457,0.000156493,0.1,0,0,0,0,1.96E-07,-0.05564708,1.36E-05,2.03E-05,0.044352923,1.36E-05,2.05E-05,-1.16E-12,-7.45E-11,-6.52E-11,0.00E+00,0.00E+00,0.00E+00,-2.03E-23,8.59E-18,2.38E-19,-2.28E-17,-3.16E-17,0,0,-0.05084086,0,21477.205,595.23206,0,-56999.895,-79072.27,7.80E-11,0,0,0,0,7.80E-11
3.52,0.9884189,-0.003657084,0.000260467,0.1,0,0,0,0,3.26E-07,-0.0556463,9.22E-05,-4.96E-05,0.044353705,9.22E-05,-4.93E-05,3.14E-11,2.79E-11,1.02E-10,0.00E+00,0.00E+00,0.00E+00,-2.13E-23,8.59E-18,2.36E-19,-2.28E-17,-3.16E-17,0,0,-0.053248793,0,21484.477,588.82007,0,-57000.266,-79073.516,7.80E-11,0,0,0,0,7.80E-11
3.53,0.9884085,-0.003652216,0.000361671,0.1,0,0,0,0,4.52E-07,-0.05564426,1.84E-04,-0.000185747,0.04435574,1.84E-04,-0.000185294,3.49E-12,2.79E-11,5.59E-11,0.00E+00,0.00E+00,0.00E+00,-2.19E-23,8.59E-18,2.35E-19,-2.28E-17,-3.16E-17,0,0,-0.054824904,0,21484.18,587.80914,0,-57000.75,-79072.69,7.80E-11,0,0,0,0,7.80E-11
3.54,0.98835737,-0.003971346,4.04E-04,0.1,0,0,0,0,5.05E-07,-0.055635624,2.48E-04,-3.07E-04,0.044364385,2.48E-04,-3.06E-04,-1.16E-12,-5.12E-11,-3.26E-11,0.00E+00,0.00E+00,0.00E+00,-2.09E-23,8.59E-18,2.40E-19,-2.28E-17,-3.16E-17,0,0,-0.052318014,0,21468.062,599.369,0,-57001.203,-79068.59,7.80E-11,0,0,0,0,7.80E-11
3.55,0.98828155,-4.50E-03,0.000357753,0.10000001,0,0,0,0,4.47E-07,-0.05561762,2.68E-04,-0.000345797,0.044382386,2.68E-04,-0.00034535,9.31E-12,-2.79E-11,8.38E-11,0.00E+00,0.00E+00,0.00E+00,-1.91E-23,8.58E-18,2.47E-19,-2.28E-17,-3.16E-17,0,0,-0.047793776,0,21444.207,616.81976,0,-57001.54,-79062.52,7.80E-11,0,0,0,0,7.80E-11
3.56,0.9881779,-0.005145732,0.000203949,0.1,0,0,0,0,2.55E-07,-0.055589825,2.50E-04,-0.000270139,0.044410173,2.50E-04,-0.000269884,-6.98E-12,3.73E-11,-7.45E-11,0.00E+00,0.00E+00,0.00E+00,-1.84E-23,8.57E-18,2.52E-19,-2.28E-17,-3.16E-17,0,0,-0.046106674,0,21422.508,629.91693,0,-57001.855,-79054.23,7.80E-11,0,0,0,0,7.80E-11
3.57,0.98804796,-0.005617841,-5.79E-05,0.1,0,0,0,0,-7.23E-08,-0.055560764,2.22E-04,-5.51E-05,0.044439245,2.22E-04,-5.51E-05,-3.49E-11,4.19E-11,-2.79E-11,0.00E+00,0.00E+00,0.00E+00,-1.98E-23,8.57E-18,2.51E-19,-2.28E-17,-3.16E-17,0,0,-0.049623143,0,21414.365,627.3027,0,-57002.22,-79043.84,7.80E-11,0,0,0,0,7.80E-11
3.58,0.98790354,-0.005655459,-3.94E-04,0.1,0,0,0,0,-4.92E-07,-0.05553637,2.08E-04,2.51E-04,0.04446363,2.08E-04,2.51E-04,-3.03E-11,-4.66E-11,1.40E-10,0.00E+00,0.00E+00,0.00E+00,-2.15E-23,8.57E-18,2.46E-19,-2.28E-17,-3.16E-17,0,0,-0.053664364,0,21414.363,615.32776,0,-57002.64,-79032.27,7.80E-11,0,0,0,0,7.80E-11
3.59,0.98776364,-0.005052414,-0.000812942,0.1,0,0,0,0,-1.02E-06,-0.055512365,1.89E-04,0.0006337,0.04448764,1.89E-04,0.000632684,-1.16E-11,0.00E+00,7.45E-11,0.00E+00,0.00E+00,0.00E+00,-2.00E-23,8.56E-18,2.43E-19,-2.28E-17,-3.16E-17,0,0,-0.049906872,0,21410.79,607.30133,0,-57003.06,-79021.1,7.80E-11,0,0,0,0,7.80E-11
3.6,0.9877341,-0.003853375,-0.001131911,0.1,0,0,0,0,-1.41E-06,-0.05549748,1.34E-04,0.000928773,0.04450252,1.34E-04,0.000927358,2.33E-12,6.05E-11,9.31E-12,0.00E+00,0.00E+00,0.00E+00,-1.81E-23,8.56E-18,2.44E-19,-2.28E-17,-3.16E-17,0,0,-0.045140073,0,21404.592,610.8451,0,-57003.336,-79018.73,7.80E-11,0,0,0,0,7.80E-11
3.61,0.98785627,-0.002063517,-1.24E-03,0.1,0,0,0,0,-1.55E-06,-0.055504702,3.12E-05,1.05E-03,0.0444953,3.12E-05,1.05E-03,-4.66E-12,5.59E-11,-1.40E-10,0.00E+00,0.00E+00,0.00E+00,-1.88E-23,8.56E-18,2.48E-19,-2.28E-17,-3.16E-17,0,0,-0.04688101,0,21404.324,620.5921,0,-57003.637,-79028.51,7.80E-11,0,0,0,0,7.80E-11
3.62,0.98808026,-0.000236769,-0.001001183,0.1,0,0,0,0,-1.25E-06,-0.055545136,-8.24E-05,0.000869751,0.04445486,-8.24E-05,0.000868499,1.40E-11,9.31E-12,-4.66E-12,0.00E+00,0.00E+00,0.00E+00,-2.06E-23,8.57E-18,2.50E-19,-2.28E-17,-3.16E-17,0,0,-0.051409554,0,21417.107,625.3363,0,-57004.023,-79046.42,7.80E-11,0,0,0,0,7.80E-11
3.63,0.988284,0.000993716,-0.00052362,0.10000001,0,0,0,0,-6.55E-07,-0.055600457,-0.000155582,0.00048155,0.044399545,-0.000155582,0.000480895,-6.98E-12,6.52E-11,-8.85E-11,0.00E+00,0.00E+00,0.00E+00,-2.05E-23,8.58E-18,2.48E-19,-2.28E-17,-3.16E-17,0,0,-0.051348977,0,21438.59,619.7547,0,-57004.42,-79062.72,7.80E-11,0,0,0,0,7.80E-11
3.64,0.98843825,0.00146982,9.60E-05,0.1,0,0,0,0,1.20E-07,-0.05565343,-0.000157191,-2.87E-05,0.04434657,-0.000157191,-2.86E-05,-2.33E-11,8.38E-11,-3.73E-11,0.00E+00,0.00E+00,0.00E+00,-1.99E-23,8.59E-18,2.42E-19,-2.28E-17,-3.16E-17,0,0,-0.049825035,0,21464.926,605.3897,0,-57004.797,-79075.06,7.80E-11,0,0,0,0,7.80E-11
3.65,0.9885099,0.00108516,0.000530947,0.1,0,0,0,0,6.64E-07,-0.055677462,-6.78E-05,-0.000401433,0.04432254,-6.78E-05,-0.00040077,2.33E-11,4.19E-11,-4.19E-11,0.00E+00,0.00E+00,0.00E+00,-1.99E-23,8.59E-18,2.37E-19,-2.28E-17,-3.16E-17,0,0,-0.049681798,0,21482.965,592.77844,0,-57005.094,-79080.8,7.80E-11,0,0,0,0,7.80E-11
3.66,0.98852134,0.000103356,0.000611301,0.1,0,0,0,0,7.64E-07,-0.05567539,9.18E-05,-0.000514364,0.044324607,9.18E-05,-0.000513599,-1.75E-11,1.40E-11,4.66E-11,0.00E+00,0.00E+00,0.00E+00,-1.93E-23,8.60E-18,2.35E-19,-2.28E-17,-3.16E-17,0,0,-0.048270006,0,21489.43,586.9181,0,-57005.41,-79081.72,7.80E-11,0,0,0,0,7.80E-11
3.67,0.98847777,-0.000759639,0.000234558,0.10000001,0,0,0,0,2.93E-07,-0.05565711,2.16E-04,-0.000262052,0.04434289,2.16E-04,-0.000261759,-9.31E-12,2.79E-11,1.21E-10,0.00E+00,0.00E+00,0.00E+00,-1.97E-23,8.59E-18,2.35E-19,-2.28E-17,-3.16E-17,0,0,-0.049231242,0,21483.91,588.6413,0,-57005.72,-79078.22,7.80E-11,0,0,0,0,7.80E-11
3.68,0.98837197,-0.000949284,-0.000519195,0.1,0,0,0,0,-6.49E-07,-0.05562599,2.32E-04,0.000316739,0.044374008,2.32E-04,0.00031609,2.10E-11,6.05E-11,-8.38E-11,0.00E+00,0.00E+00,0.00E+00,-2.04E-23,8.59E-18,2.39E-19,-2.28E-17,-3.16E-17,0,0,-0.05101336,0,21465.723,598.00287,0,-57006.086,-79069.76,7.80E-11,0,0,0,0,7.80E-11
3.69,0.9882303,4.16E-05,-0.001264549,0.10000001,0,0,0,0,-1.58E-06,-0.055585943,9.53E-05,0.000940212,0.04441406,9.53E-05,0.000938632,1.16E-11,-1.86E-11,7.45E-11,0.00E+00,0.00E+00,0.00E+00,-2.03E-23,8.58E-18,2.45E-19,-2.28E-17,-3.16E-17,0,0,-0.050867185,0,21439.37,612.68365,0,-57006.42,-79058.42,7.80E-11,0,0,0,0,7.80E-11
3.7,0.9881115,0.001860364,-0.001607638,0.1,0,0,0,0,-2.01E-06,-0.05555069,-1.09E-04,1.28E-03,0.04444931,-1.09E-04,1.28E-03,-3.49E-11,-5.36E-11,-4.66E-11,0.00E+00,0.00E+00,0.00E+00,-1.93E-23,8.57E-18,2.50E-19,-2.28E-17,-3.16E-17,0,0,-0.048285924,0,21418.3,623.97437,0,-57006.7,-79048.92,7.80E-11,0,0,0,0,7.80E-11
3.71,0.98802847,0.004171705,-0.001438603,0.1,0,0,0,0,-1.80E-06,-0.055530988,-0.000309803,1.21E-03,0.04446901,-0.000309803,1.21E-03,-2.33E-11,4.19E-11,4.66E-11,0.00E+00,0.00E+00,0.00E+00,-1.86E-23,8.56E-18,2.50E-19,-2.28E-17,-3.16E-17,0,0,-0.04649642,0,21409.742,625.5815,0,-57007.004,-79042.28,7.80E-11,0,0,0,0,7.80E-11
3.72,0.9879898,0.005908624,-8.65E-04,0.10000001,0,0,0,0,-1.08E-06,-0.055535436,-0.00040249,0.000786937,0.044464566,-0.00040249,0.000785855,-1.16E-11,-6.52E-11,1.12E-10,0.00E+00,0.00E+00,0.00E+00,-1.91E-23,8.57E-18,2.47E-19,-2.28E-17,-3.16E-17,0,0,-0.047715608,0,21414.635,617.27966,0,-57007.324,-79039.19,7.80E-11,0,0,0,0,7.80E-11
